#TYPE Microsoft.Azure.Management.Compute.Models.ResourceSkuCapabilities
"vmName","Name","Value"
"Standard_E20as_v4","CpuArchitectureType","x64"
"Standard_E20as_v4","LowPriorityCapable","True"
"Standard_E20as_v4","PremiumIO","True"
"Standard_E20as_v4","VMDeploymentTypes","IaaS,PaaS"
"Standard_E20as_v4","vCPUsAvailable","20"
"Standard_E20as_v4","vCPUsPerCore","2"
"Standard_E20as_v4","CombinedTempDiskAndCachedIOPS","40000"
"Standard_E20as_v4","CombinedTempDiskAndCachedReadBytesPerSecond","335544320"
"Standard_E20as_v4","CombinedTempDiskAndCachedWriteBytesPerSecond","335544320"
"Standard_E20as_v4","CachedDiskBytes","429496729600"
"Standard_E20as_v4","UncachedDiskIOPS","32000"
"Standard_E20as_v4","UncachedDiskBytesPerSecond","503316480"
"Standard_E20as_v4","EphemeralOSDiskSupported","True"
"Standard_E20as_v4","EncryptionAtHostSupported","True"
"Standard_E20as_v4","CapacityReservationSupported","False"
"Standard_E20as_v4","AcceleratedNetworkingEnabled","True"
"Standard_E20as_v4","RdmaEnabled","False"
"Standard_E20as_v4","MaxNetworkInterfaces","8"
"Standard_E20as_v5","MaxResourceVolumeMB","0"
"Standard_E20as_v5","OSVhdSizeMB","1047552"
"Standard_E20as_v5","vCPUs","20"
"Standard_E20as_v5","MemoryPreservingMaintenanceSupported","True"
"Standard_E20as_v5","HyperVGenerations","V1,V2"
"Standard_E20as_v5","MemoryGB","160"
"Standard_E20as_v5","MaxDataDiskCount","32"
"Standard_E20as_v5","CpuArchitectureType","x64"
"Standard_E20as_v5","LowPriorityCapable","True"
"Standard_E20as_v5","PremiumIO","True"
"Standard_E20as_v5","VMDeploymentTypes","IaaS,PaaS"
"Standard_E20as_v5","vCPUsAvailable","20"
"Standard_E20as_v5","ACUs","230"
"Standard_E20as_v5","vCPUsPerCore","2"
"Standard_E20as_v5","UncachedDiskIOPS","32000"
"Standard_E20as_v5","UncachedDiskBytesPerSecond","503316480"
"Standard_E20as_v5","EphemeralOSDiskSupported","False"
"Standard_E20as_v5","EncryptionAtHostSupported","True"
"Standard_E20as_v5","CapacityReservationSupported","False"
"Standard_E20as_v5","AcceleratedNetworkingEnabled","True"
"Standard_E20as_v5","RdmaEnabled","False"
"Standard_E20as_v5","MaxNetworkInterfaces","8"
"Standard_E20a_v4","MaxResourceVolumeMB","512000"
"Standard_E20a_v4","OSVhdSizeMB","1047552"
"Standard_E20a_v4","vCPUs","20"
"Standard_E20a_v4","MemoryPreservingMaintenanceSupported","True"
"Standard_E20a_v4","HyperVGenerations","V1,V2"
"Standard_E20a_v4","MemoryGB","160"
"Standard_E20a_v4","MaxDataDiskCount","32"
"Standard_E20a_v4","CpuArchitectureType","x64"
"Standard_E20a_v4","LowPriorityCapable","True"
"Standard_E20a_v4","PremiumIO","False"
"Standard_E20a_v4","VMDeploymentTypes","IaaS,PaaS"
"Standard_E20a_v4","vCPUsAvailable","20"
"Standard_E20a_v4","vCPUsPerCore","2"
"Standard_E20a_v4","EphemeralOSDiskSupported","True"
"Standard_E20a_v4","EncryptionAtHostSupported","True"
"Standard_E20a_v4","CapacityReservationSupported","False"
"Standard_E20a_v4","AcceleratedNetworkingEnabled","True"
"Standard_E20a_v4","RdmaEnabled","False"
"Standard_E20a_v4","MaxNetworkInterfaces","8"
"Standard_E20ds_v4","MaxResourceVolumeMB","768000"
"Standard_E20ds_v4","OSVhdSizeMB","1047552"
"Standard_E20ds_v4","vCPUs","20"
"Standard_E20ds_v4","MemoryPreservingMaintenanceSupported","True"
"Standard_E20ds_v4","HyperVGenerations","V1,V2"
"Standard_E20ds_v4","MemoryGB","160"
"Standard_E20ds_v4","MaxDataDiskCount","32"
"Standard_E20ds_v4","CpuArchitectureType","x64"
"Standard_E20ds_v4","LowPriorityCapable","True"
"Standard_E20ds_v4","PremiumIO","True"
"Standard_E20ds_v4","VMDeploymentTypes","IaaS"
"Standard_E20ds_v4","vCPUsAvailable","20"
"Standard_E20ds_v4","ACUs","195"
"Standard_E20ds_v4","vCPUsPerCore","2"
"Standard_E20ds_v4","CombinedTempDiskAndCachedIOPS","190000"
"Standard_E20ds_v4","CombinedTempDiskAndCachedReadBytesPerSecond","1209008128"
"Standard_E20ds_v4","CombinedTempDiskAndCachedWriteBytesPerSecond","603979776"
"Standard_E20ds_v4","CachedDiskBytes","429496729600"
"Standard_E20ds_v4","UncachedDiskIOPS","32000"
"Standard_E20ds_v4","UncachedDiskBytesPerSecond","503316480"
"Standard_E20ds_v4","EphemeralOSDiskSupported","True"
"Standard_E20ds_v4","EncryptionAtHostSupported","True"
"Standard_E20ds_v4","CapacityReservationSupported","False"
"Standard_E20ds_v4","AcceleratedNetworkingEnabled","True"
"Standard_E20ds_v4","RdmaEnabled","False"
"Standard_E20ds_v4","MaxNetworkInterfaces","8"
"Standard_E20ds_v5","MaxResourceVolumeMB","768000"
"Standard_E20ds_v5","OSVhdSizeMB","1047552"
"Standard_E20ds_v5","vCPUs","20"
"Standard_E20ds_v5","MemoryPreservingMaintenanceSupported","True"
"Standard_E20ds_v5","HyperVGenerations","V1,V2"
"Standard_E20ds_v5","MemoryGB","160"
"Standard_E20ds_v5","MaxDataDiskCount","32"
"Standard_E20ds_v5","CpuArchitectureType","x64"
"Standard_E20ds_v5","LowPriorityCapable","True"
"Standard_E20ds_v5","PremiumIO","True"
"Standard_E20ds_v5","VMDeploymentTypes","IaaS"
"Standard_E20ds_v5","vCPUsAvailable","20"
"Standard_E20ds_v5","vCPUsPerCore","2"
"Standard_E20ds_v5","CombinedTempDiskAndCachedIOPS","193000"
"Standard_E20ds_v5","CombinedTempDiskAndCachedReadBytesPerSecond","1310720000"
"Standard_E20ds_v5","CombinedTempDiskAndCachedWriteBytesPerSecond","1310720000"
"Standard_E20ds_v5","UncachedDiskIOPS","32000"
"Standard_E20ds_v5","UncachedDiskBytesPerSecond","786432000"
"Standard_E20ds_v5","EphemeralOSDiskSupported","True"
"Standard_E20ds_v5","EncryptionAtHostSupported","True"
"Standard_E20ds_v5","CapacityReservationSupported","False"
"Standard_E20ds_v5","AcceleratedNetworkingEnabled","True"
"Standard_E20ds_v5","RdmaEnabled","False"
"Standard_E20ds_v5","MaxNetworkInterfaces","8"
"Standard_E20d_v4","MaxResourceVolumeMB","768000"
"Standard_E20d_v4","OSVhdSizeMB","1047552"
"Standard_E20d_v4","vCPUs","20"
"Standard_E20d_v4","MemoryPreservingMaintenanceSupported","True"
"Standard_E20d_v4","HyperVGenerations","V1,V2"
"Standard_E20d_v4","MemoryGB","160"
"Standard_E20d_v4","MaxDataDiskCount","32"
"Standard_E20d_v4","CpuArchitectureType","x64"
"Standard_E20d_v4","LowPriorityCapable","True"
"Standard_E20d_v4","PremiumIO","False"
"Standard_E20d_v4","VMDeploymentTypes","IaaS"
"Standard_E20d_v4","vCPUsAvailable","20"
"Standard_E20d_v4","ACUs","195"
"Standard_E20d_v4","vCPUsPerCore","2"
"Standard_E20d_v4","CombinedTempDiskAndCachedIOPS","190000"
"Standard_E20d_v4","CombinedTempDiskAndCachedReadBytesPerSecond","1209008128"
"Standard_E20d_v4","CombinedTempDiskAndCachedWriteBytesPerSecond","603979776"
"Standard_E20d_v4","EphemeralOSDiskSupported","False"
"Standard_E20d_v4","EncryptionAtHostSupported","True"
"Standard_E20d_v4","CapacityReservationSupported","False"
"Standard_E20d_v4","AcceleratedNetworkingEnabled","True"
"Standard_E20d_v4","RdmaEnabled","False"
"Standard_E20d_v4","MaxNetworkInterfaces","8"
"Standard_E20d_v5","MaxResourceVolumeMB","768000"
"Standard_E20d_v5","OSVhdSizeMB","1047552"
"Standard_E20d_v5","vCPUs","20"
"Standard_E20d_v5","MemoryPreservingMaintenanceSupported","True"
"Standard_E20d_v5","HyperVGenerations","V1,V2"
"Standard_E20d_v5","MemoryGB","160"
"Standard_E20d_v5","MaxDataDiskCount","32"
"Standard_E20d_v5","CpuArchitectureType","x64"
"Standard_E20d_v5","LowPriorityCapable","True"
"Standard_E20d_v5","PremiumIO","False"
"Standard_E20d_v5","VMDeploymentTypes","IaaS"
"Standard_E20d_v5","vCPUsAvailable","20"
"Standard_E20d_v5","vCPUsPerCore","2"
"Standard_E20d_v5","CombinedTempDiskAndCachedIOPS","193000"
"Standard_E20d_v5","CombinedTempDiskAndCachedReadBytesPerSecond","1310720000"
"Standard_E20d_v5","CombinedTempDiskAndCachedWriteBytesPerSecond","1310720000"
"Standard_E20d_v5","UncachedDiskIOPS","32000"
"Standard_E20d_v5","UncachedDiskBytesPerSecond","786432000"
"Standard_E20d_v5","EphemeralOSDiskSupported","True"
"Standard_E20d_v5","EncryptionAtHostSupported","True"
"Standard_E20d_v5","CapacityReservationSupported","False"
"Standard_E20d_v5","AcceleratedNetworkingEnabled","True"
"Standard_E20d_v5","RdmaEnabled","False"
"Standard_E20d_v5","MaxNetworkInterfaces","8"
"Standard_E20s_v3","MaxResourceVolumeMB","327680"
"Standard_E20s_v3","OSVhdSizeMB","1047552"
"Standard_E20s_v3","vCPUs","20"
"Standard_E20s_v3","MemoryPreservingMaintenanceSupported","True"
"Standard_E20s_v3","HyperVGenerations","V1,V2"
"Standard_E20s_v3","MemoryGB","160"
"Standard_E20s_v3","MaxDataDiskCount","32"
"Standard_E20s_v3","CpuArchitectureType","x64"
"Standard_E20s_v3","LowPriorityCapable","True"
"Standard_E20s_v3","PremiumIO","True"
"Standard_E20s_v3","VMDeploymentTypes","IaaS"
"Standard_E20s_v3","vCPUsAvailable","20"
"Standard_E20s_v3","ACUs","160"
"Standard_E20s_v3","vCPUsPerCore","2"
"Standard_E20s_v3","CombinedTempDiskAndCachedIOPS","40000"
"Standard_E20s_v3","CombinedTempDiskAndCachedReadBytesPerSecond","335544320"
"Standard_E20s_v3","CombinedTempDiskAndCachedWriteBytesPerSecond","335544320"
"Standard_E20s_v3","CachedDiskBytes","429496729600"
"Standard_E20s_v3","UncachedDiskIOPS","32000"
"Standard_E20s_v3","UncachedDiskBytesPerSecond","503316480"
"Standard_E20s_v3","EphemeralOSDiskSupported","True"
"Standard_E20s_v3","EncryptionAtHostSupported","True"
"Standard_E20s_v3","CapacityReservationSupported","False"
"Standard_E20s_v3","AcceleratedNetworkingEnabled","True"
"Standard_E20s_v3","RdmaEnabled","False"
"Standard_E20s_v3","MaxNetworkInterfaces","8"
"Standard_E20s_v4","MaxResourceVolumeMB","0"
"Standard_E20s_v4","OSVhdSizeMB","1047552"
"Standard_E20s_v4","vCPUs","20"
"Standard_E20s_v4","MemoryPreservingMaintenanceSupported","True"
"Standard_E20s_v4","HyperVGenerations","V1,V2"
"Standard_E20s_v4","MemoryGB","160"
"Standard_E20s_v4","MaxDataDiskCount","32"
"Standard_E20s_v4","CpuArchitectureType","x64"
"Standard_E20s_v4","LowPriorityCapable","True"
"Standard_E20s_v4","PremiumIO","True"
"Standard_E20s_v4","VMDeploymentTypes","IaaS"
"Standard_E20s_v4","vCPUsAvailable","20"
"Standard_E20s_v4","ACUs","195"
"Standard_E20s_v4","vCPUsPerCore","2"
"Standard_E20s_v4","CachedDiskBytes","429496729600"
"Standard_E20s_v4","UncachedDiskIOPS","32000"
"Standard_E20s_v4","UncachedDiskBytesPerSecond","503316480"
"Standard_E20s_v4","EphemeralOSDiskSupported","False"
"Standard_E20s_v4","EncryptionAtHostSupported","True"
"Standard_E20s_v4","CapacityReservationSupported","False"
"Standard_E20s_v4","AcceleratedNetworkingEnabled","True"
"Standard_E20s_v4","RdmaEnabled","False"
"Standard_E20s_v4","MaxNetworkInterfaces","8"
"Standard_E20s_v5","MaxResourceVolumeMB","0"
"Standard_E20s_v5","OSVhdSizeMB","1047552"
"Standard_E20s_v5","vCPUs","20"
"Standard_E20s_v5","MemoryPreservingMaintenanceSupported","True"
"Standard_E20s_v5","HyperVGenerations","V1,V2"
"Standard_E20s_v5","MemoryGB","160"
"Standard_E20s_v5","MaxDataDiskCount","32"
"Standard_E20s_v5","CpuArchitectureType","x64"
"Standard_E20s_v5","LowPriorityCapable","True"
"Standard_E20s_v5","PremiumIO","True"
"Standard_E20s_v5","VMDeploymentTypes","IaaS"
"Standard_E20s_v5","vCPUsAvailable","20"
"Standard_E20s_v5","vCPUsPerCore","2"
"Standard_E20s_v5","CombinedTempDiskAndCachedIOPS","193000"
"Standard_E20s_v5","CombinedTempDiskAndCachedReadBytesPerSecond","1310720000"
"Standard_E20s_v5","CombinedTempDiskAndCachedWriteBytesPerSecond","1310720000"
"Standard_E20s_v5","UncachedDiskIOPS","32000"
"Standard_E20s_v5","UncachedDiskBytesPerSecond","786432000"
"Standard_E20s_v5","EphemeralOSDiskSupported","False"
"Standard_E20s_v5","EncryptionAtHostSupported","True"
"Standard_E20s_v5","CapacityReservationSupported","False"
"Standard_E20s_v5","AcceleratedNetworkingEnabled","True"
"Standard_E20s_v5","RdmaEnabled","False"
"Standard_E20s_v5","MaxNetworkInterfaces","8"
"Standard_E20_v3","MaxResourceVolumeMB","512000"
"Standard_E20_v3","OSVhdSizeMB","1047552"
"Standard_E20_v3","vCPUs","20"
"Standard_E20_v3","MemoryPreservingMaintenanceSupported","True"
"Standard_E20_v3","HyperVGenerations","V1"
"Standard_E20_v3","MemoryGB","160"
"Standard_E20_v3","MaxDataDiskCount","32"
"Standard_E20_v3","CpuArchitectureType","x64"
"Standard_E20_v3","LowPriorityCapable","True"
"Standard_E20_v3","PremiumIO","False"
"Standard_E20_v3","VMDeploymentTypes","IaaS,PaaS"
"Standard_E20_v3","vCPUsAvailable","20"
"Standard_E20_v3","ACUs","160"
"Standard_E20_v3","vCPUsPerCore","2"
"Standard_E20_v3","CombinedTempDiskAndCachedIOPS","30000"
"Standard_E20_v3","CombinedTempDiskAndCachedReadBytesPerSecond","491782144"
"Standard_E20_v3","CombinedTempDiskAndCachedWriteBytesPerSecond","245366784"
"Standard_E20_v3","EphemeralOSDiskSupported","False"
"Standard_E20_v3","EncryptionAtHostSupported","False"
"Standard_E20_v3","CapacityReservationSupported","False"
"Standard_E20_v3","AcceleratedNetworkingEnabled","True"
"Standard_E20_v3","RdmaEnabled","False"
"Standard_E20_v3","MaxNetworkInterfaces","8"
"Standard_E20_v4","MaxResourceVolumeMB","0"
"Standard_E20_v4","OSVhdSizeMB","1047552"
"Standard_E20_v4","vCPUs","20"
"Standard_E20_v4","MemoryPreservingMaintenanceSupported","True"
"Standard_E20_v4","HyperVGenerations","V1,V2"
"Standard_E20_v4","MemoryGB","160"
"Standard_E20_v4","MaxDataDiskCount","32"
"Standard_E20_v4","CpuArchitectureType","x64"
"Standard_E20_v4","LowPriorityCapable","True"
"Standard_E20_v4","PremiumIO","False"
"Standard_E20_v4","VMDeploymentTypes","IaaS"
"Standard_E20_v4","vCPUsAvailable","20"
"Standard_E20_v4","ACUs","195"
"Standard_E20_v4","vCPUsPerCore","2"
"Standard_E20_v4","CachedDiskBytes","429496729600"
"Standard_E20_v4","UncachedDiskIOPS","32000"
"Standard_E20_v4","UncachedDiskBytesPerSecond","503316480"
"Standard_E20_v4","EphemeralOSDiskSupported","False"
"Standard_E20_v4","EncryptionAtHostSupported","False"
"Standard_E20_v4","CapacityReservationSupported","False"
"Standard_E20_v4","AcceleratedNetworkingEnabled","True"
"Standard_E20_v4","RdmaEnabled","False"
"Standard_E20_v4","MaxNetworkInterfaces","8"
"Standard_E20_v5","MaxResourceVolumeMB","0"
"Standard_E20_v5","OSVhdSizeMB","1047552"
"Standard_E20_v5","vCPUs","20"
"Standard_E20_v5","MemoryPreservingMaintenanceSupported","True"
"Standard_E20_v5","HyperVGenerations","V1,V2"
"Standard_E20_v5","MemoryGB","160"
"Standard_E20_v5","MaxDataDiskCount","32"
"Standard_E20_v5","CpuArchitectureType","x64"
"Standard_E20_v5","LowPriorityCapable","True"
"Standard_E20_v5","PremiumIO","False"
"Standard_E20_v5","VMDeploymentTypes","IaaS"
"Standard_E20_v5","vCPUsAvailable","20"
"Standard_E20_v5","vCPUsPerCore","2"
"Standard_E20_v5","CombinedTempDiskAndCachedIOPS","193000"
"Standard_E20_v5","CombinedTempDiskAndCachedReadBytesPerSecond","1310720000"
"Standard_E20_v5","CombinedTempDiskAndCachedWriteBytesPerSecond","1310720000"
"Standard_E20_v5","UncachedDiskIOPS","32000"
"Standard_E20_v5","UncachedDiskBytesPerSecond","786432000"
"Standard_E20_v5","EphemeralOSDiskSupported","False"
"Standard_E20_v5","EncryptionAtHostSupported","True"
"Standard_E20_v5","CapacityReservationSupported","False"
"Standard_E20_v5","AcceleratedNetworkingEnabled","True"
"Standard_E20_v5","RdmaEnabled","False"
"Standard_E20_v5","MaxNetworkInterfaces","8"
"Standard_E2ads_v5","MaxResourceVolumeMB","76800"
"Standard_E2ads_v5","OSVhdSizeMB","1047552"
"Standard_E2ads_v5","vCPUs","2"
"Standard_E2ads_v5","MemoryPreservingMaintenanceSupported","True"
"Standard_E2ads_v5","HyperVGenerations","V1,V2"
"Standard_E2ads_v5","MemoryGB","16"
"Standard_E2ads_v5","MaxDataDiskCount","4"
"Standard_E2ads_v5","CpuArchitectureType","x64"
"Standard_E2ads_v5","LowPriorityCapable","True"
"Standard_E2ads_v5","PremiumIO","True"
"Standard_E2ads_v5","VMDeploymentTypes","PaaS,IaaS"
"Standard_E2ads_v5","vCPUsAvailable","2"
"Standard_E2ads_v5","ACUs","230"
"Standard_E2ads_v5","vCPUsPerCore","2"
"Standard_E2ads_v5","CombinedTempDiskAndCachedIOPS","9000"
"Standard_E2ads_v5","CombinedTempDiskAndCachedReadBytesPerSecond","131072000"
"Standard_E2ads_v5","CombinedTempDiskAndCachedWriteBytesPerSecond","33554432"
"Standard_E2ads_v5","UncachedDiskIOPS","3750"
"Standard_E2ads_v5","UncachedDiskBytesPerSecond","85983232"
"Standard_E2ads_v5","EphemeralOSDiskSupported","True"
"Standard_E2ads_v5","EncryptionAtHostSupported","True"
"Standard_E2ads_v5","CapacityReservationSupported","False"
"Standard_E2ads_v5","AcceleratedNetworkingEnabled","True"
"Standard_E2ads_v5","RdmaEnabled","False"
"Standard_E2ads_v5","MaxNetworkInterfaces","2"
"Standard_E2as_v4","MaxResourceVolumeMB","32768"
"Standard_E2as_v4","OSVhdSizeMB","1047552"
"Standard_E2as_v4","vCPUs","2"
"Standard_E2as_v4","MemoryPreservingMaintenanceSupported","True"
"Standard_E2as_v4","HyperVGenerations","V1,V2"
"Standard_E2as_v4","MemoryGB","16"
"Standard_E2as_v4","MaxDataDiskCount","4"
"Standard_E2as_v4","CpuArchitectureType","x64"
"Standard_E2as_v4","LowPriorityCapable","True"
"Standard_E2as_v4","PremiumIO","True"
"Standard_E2as_v4","VMDeploymentTypes","IaaS,PaaS"
"Standard_E2as_v4","vCPUsAvailable","2"
"Standard_E2as_v4","vCPUsPerCore","2"
"Standard_E2as_v4","CombinedTempDiskAndCachedIOPS","4000"
"Standard_E2as_v4","CombinedTempDiskAndCachedReadBytesPerSecond","33554432"
"Standard_E2as_v4","CombinedTempDiskAndCachedWriteBytesPerSecond","33554432"
"Standard_E2as_v4","CachedDiskBytes","53687091200"
"Standard_E2as_v4","UncachedDiskIOPS","3200"
"Standard_E2as_v4","UncachedDiskBytesPerSecond","50331648"
"Standard_E2as_v4","EphemeralOSDiskSupported","True"
"Standard_E2as_v4","EncryptionAtHostSupported","True"
"Standard_E2as_v4","CapacityReservationSupported","False"
"Standard_E2as_v4","AcceleratedNetworkingEnabled","True"
"Standard_E2as_v4","RdmaEnabled","False"
"Standard_E2as_v4","MaxNetworkInterfaces","2"
"Standard_E2as_v5","MaxResourceVolumeMB","0"
"Standard_E2as_v5","OSVhdSizeMB","1047552"
"Standard_E2as_v5","vCPUs","2"
"Standard_E2as_v5","MemoryPreservingMaintenanceSupported","True"
"Standard_E2as_v5","HyperVGenerations","V1,V2"
"Standard_E2as_v5","MemoryGB","16"
"Standard_E2as_v5","MaxDataDiskCount","4"
"Standard_E2as_v5","CpuArchitectureType","x64"
"Standard_E2as_v5","LowPriorityCapable","True"
"Standard_E2as_v5","PremiumIO","True"
"Standard_E2as_v5","VMDeploymentTypes","IaaS,PaaS"
"Standard_E2as_v5","vCPUsAvailable","2"
"Standard_E2as_v5","ACUs","230"
"Standard_E2as_v5","vCPUsPerCore","2"
"Standard_E2as_v5","UncachedDiskIOPS","3750"
"Standard_E2as_v5","UncachedDiskBytesPerSecond","85983232"
"Standard_E2as_v5","EphemeralOSDiskSupported","False"
"Standard_E2as_v5","EncryptionAtHostSupported","True"
"Standard_E2as_v5","CapacityReservationSupported","False"
"Standard_E2as_v5","AcceleratedNetworkingEnabled","True"
"Standard_E2as_v5","RdmaEnabled","False"
"Standard_E2as_v5","MaxNetworkInterfaces","2"
"Standard_E2a_v4","MaxResourceVolumeMB","51200"
"Standard_E2a_v4","OSVhdSizeMB","1047552"
"Standard_E2a_v4","vCPUs","2"
"Standard_E2a_v4","MemoryPreservingMaintenanceSupported","True"
"Standard_E2a_v4","HyperVGenerations","V1,V2"
"Standard_E2a_v4","MemoryGB","16"
"Standard_E2a_v4","MaxDataDiskCount","4"
"Standard_E2a_v4","CpuArchitectureType","x64"
"Standard_E2a_v4","LowPriorityCapable","True"
"Standard_E2a_v4","PremiumIO","False"
"Standard_E2a_v4","VMDeploymentTypes","IaaS,PaaS"
"Standard_E2a_v4","vCPUsAvailable","2"
"Standard_E2a_v4","vCPUsPerCore","2"
"Standard_E2a_v4","EphemeralOSDiskSupported","True"
"Standard_E2a_v4","EncryptionAtHostSupported","True"
"Standard_E2a_v4","CapacityReservationSupported","False"
"Standard_E2a_v4","AcceleratedNetworkingEnabled","True"
"Standard_E2a_v4","RdmaEnabled","False"
"Standard_E2a_v4","MaxNetworkInterfaces","2"
"Standard_E2ds_v4","MaxResourceVolumeMB","76800"
"Standard_E2ds_v4","OSVhdSizeMB","1047552"
"Standard_E2ds_v4","vCPUs","2"
"Standard_E2ds_v4","MemoryPreservingMaintenanceSupported","True"
"Standard_E2ds_v4","HyperVGenerations","V1,V2"
"Standard_E2ds_v4","MemoryGB","16"
"Standard_E2ds_v4","MaxDataDiskCount","4"
"Standard_E2ds_v4","CpuArchitectureType","x64"
"Standard_E2ds_v4","LowPriorityCapable","True"
"Standard_E2ds_v4","PremiumIO","True"
"Standard_E2ds_v4","VMDeploymentTypes","IaaS"
"Standard_E2ds_v4","vCPUsAvailable","2"
"Standard_E2ds_v4","ACUs","195"
"Standard_E2ds_v4","vCPUsPerCore","2"
"Standard_E2ds_v4","CombinedTempDiskAndCachedIOPS","19000"
"Standard_E2ds_v4","CombinedTempDiskAndCachedReadBytesPerSecond","120586240"
"Standard_E2ds_v4","CombinedTempDiskAndCachedWriteBytesPerSecond","59768832"
"Standard_E2ds_v4","CachedDiskBytes","53687091200"
"Standard_E2ds_v4","UncachedDiskIOPS","3200"
"Standard_E2ds_v4","UncachedDiskBytesPerSecond","50331648"
"Standard_E2ds_v4","EphemeralOSDiskSupported","True"
"Standard_E2ds_v4","EncryptionAtHostSupported","True"
"Standard_E2ds_v4","CapacityReservationSupported","False"
"Standard_E2ds_v4","AcceleratedNetworkingEnabled","True"
"Standard_E2ds_v4","RdmaEnabled","False"
"Standard_E2ds_v4","MaxNetworkInterfaces","2"
"Standard_E2ds_v5","MaxResourceVolumeMB","76800"
"Standard_E2ds_v5","OSVhdSizeMB","1047552"
"Standard_E2ds_v5","vCPUs","2"
"Standard_E2ds_v5","MemoryPreservingMaintenanceSupported","True"
"Standard_E2ds_v5","HyperVGenerations","V1,V2"
"Standard_E2ds_v5","MemoryGB","16"
"Standard_E2ds_v5","MaxDataDiskCount","4"
"Standard_E2ds_v5","CpuArchitectureType","x64"
"Standard_E2ds_v5","LowPriorityCapable","True"
"Standard_E2ds_v5","PremiumIO","True"
"Standard_E2ds_v5","VMDeploymentTypes","IaaS"
"Standard_E2ds_v5","vCPUsAvailable","2"
"Standard_E2ds_v5","vCPUsPerCore","2"
"Standard_E2ds_v5","CombinedTempDiskAndCachedIOPS","19000"
"Standard_E2ds_v5","CombinedTempDiskAndCachedReadBytesPerSecond","131072000"
"Standard_E2ds_v5","CombinedTempDiskAndCachedWriteBytesPerSecond","131072000"
"Standard_E2ds_v5","UncachedDiskIOPS","3750"
"Standard_E2ds_v5","UncachedDiskBytesPerSecond","89128960"
"Standard_E2ds_v5","EphemeralOSDiskSupported","True"
"Standard_E2ds_v5","EncryptionAtHostSupported","True"
"Standard_E2ds_v5","CapacityReservationSupported","False"
"Standard_E2ds_v5","AcceleratedNetworkingEnabled","True"
"Standard_E2ds_v5","RdmaEnabled","False"
"Standard_E2ds_v5","MaxNetworkInterfaces","2"
"Standard_E2d_v4","MaxResourceVolumeMB","76800"
"Standard_E2d_v4","OSVhdSizeMB","1047552"
"Standard_E2d_v4","vCPUs","2"
"Standard_E2d_v4","MemoryPreservingMaintenanceSupported","True"
"Standard_E2d_v4","HyperVGenerations","V1,V2"
"Standard_E2d_v4","MemoryGB","16"
"Standard_E2d_v4","MaxDataDiskCount","4"
"Standard_E2d_v4","CpuArchitectureType","x64"
"Standard_E2d_v4","LowPriorityCapable","True"
"Standard_E2d_v4","PremiumIO","False"
"Standard_E2d_v4","VMDeploymentTypes","IaaS"
"Standard_E2d_v4","vCPUsAvailable","2"
"Standard_E2d_v4","ACUs","195"
"Standard_E2d_v4","vCPUsPerCore","2"
"Standard_E2d_v4","CombinedTempDiskAndCachedIOPS","19000"
"Standard_E2d_v4","CombinedTempDiskAndCachedReadBytesPerSecond","120586240"
"Standard_E2d_v4","CombinedTempDiskAndCachedWriteBytesPerSecond","59768832"
"Standard_E2d_v4","EphemeralOSDiskSupported","False"
"Standard_E2d_v4","EncryptionAtHostSupported","True"
"Standard_E2d_v4","CapacityReservationSupported","False"
"Standard_E2d_v4","AcceleratedNetworkingEnabled","True"
"Standard_E2d_v4","RdmaEnabled","False"
"Standard_E2d_v4","MaxNetworkInterfaces","2"
"Standard_E2d_v5","MaxResourceVolumeMB","76800"
"Standard_E2d_v5","OSVhdSizeMB","1047552"
"Standard_E2d_v5","vCPUs","2"
"Standard_E2d_v5","MemoryPreservingMaintenanceSupported","True"
"Standard_E2d_v5","HyperVGenerations","V1,V2"
"Standard_E2d_v5","MemoryGB","16"
"Standard_E2d_v5","MaxDataDiskCount","4"
"Standard_E2d_v5","CpuArchitectureType","x64"
"Standard_E2d_v5","LowPriorityCapable","True"
"Standard_E2d_v5","PremiumIO","False"
"Standard_E2d_v5","VMDeploymentTypes","IaaS"
"Standard_E2d_v5","vCPUsAvailable","2"
"Standard_E2d_v5","vCPUsPerCore","2"
"Standard_E2d_v5","CombinedTempDiskAndCachedIOPS","19000"
"Standard_E2d_v5","CombinedTempDiskAndCachedReadBytesPerSecond","131072000"
"Standard_E2d_v5","CombinedTempDiskAndCachedWriteBytesPerSecond","131072000"
"Standard_E2d_v5","UncachedDiskIOPS","3750"
"Standard_E2d_v5","UncachedDiskBytesPerSecond","89128960"
"Standard_E2d_v5","EphemeralOSDiskSupported","True"
"Standard_E2d_v5","EncryptionAtHostSupported","True"
"Standard_E2d_v5","CapacityReservationSupported","False"
"Standard_E2d_v5","AcceleratedNetworkingEnabled","True"
"Standard_E2d_v5","RdmaEnabled","False"
"Standard_E2d_v5","MaxNetworkInterfaces","2"
"Standard_E2s_v3","MaxResourceVolumeMB","32768"
"Standard_E2s_v3","OSVhdSizeMB","1047552"
"Standard_E2s_v3","vCPUs","2"
"Standard_E2s_v3","MemoryPreservingMaintenanceSupported","True"
"Standard_E2s_v3","HyperVGenerations","V1,V2"
"Standard_E2s_v3","MemoryGB","16"
"Standard_E2s_v3","MaxDataDiskCount","4"
"Standard_E2s_v3","CpuArchitectureType","x64"
"Standard_E2s_v3","LowPriorityCapable","True"
