#TYPE Microsoft.Azure.Management.Compute.Models.ResourceSkuCapabilities
"vmName","Name","Value"
"Standard_D48ds_v4","vCPUsPerCore","2"
"Standard_D48ds_v4","CombinedTempDiskAndCachedIOPS","462000"
"Standard_D48ds_v4","CachedDiskBytes","1288490188800"
"Standard_D48ds_v4","UncachedDiskIOPS","76800"
"Standard_D48ds_v4","UncachedDiskBytesPerSecond","1207959552"
"Standard_D48ds_v4","EphemeralOSDiskSupported","True"
"Standard_D48ds_v4","EncryptionAtHostSupported","True"
"Standard_D48ds_v4","CapacityReservationSupported","False"
"Standard_D48ds_v4","AcceleratedNetworkingEnabled","True"
"Standard_D48ds_v4","RdmaEnabled","False"
"Standard_D48ds_v4","MaxNetworkInterfaces","8"
"Standard_D48ds_v5","MaxResourceVolumeMB","1843200"
"Standard_D48ds_v5","OSVhdSizeMB","1047552"
"Standard_D48ds_v5","vCPUs","48"
"Standard_D48ds_v5","MemoryPreservingMaintenanceSupported","True"
"Standard_D48ds_v5","HyperVGenerations","V1,V2"
"Standard_D48ds_v5","MemoryGB","192"
"Standard_D48ds_v5","MaxDataDiskCount","32"
"Standard_D48ds_v5","CpuArchitectureType","x64"
"Standard_D48ds_v5","LowPriorityCapable","True"
"Standard_D48ds_v5","PremiumIO","True"
"Standard_D48ds_v5","VMDeploymentTypes","IaaS"
"Standard_D48ds_v5","vCPUsAvailable","48"
"Standard_D48ds_v5","vCPUsPerCore","2"
"Standard_D48ds_v5","CombinedTempDiskAndCachedIOPS","462000"
"Standard_D48ds_v5","CombinedTempDiskAndCachedReadBytesPerSecond","3145728000"
"Standard_D48ds_v5","CombinedTempDiskAndCachedWriteBytesPerSecond","3145728000"
"Standard_D48ds_v5","UncachedDiskIOPS","76800"
"Standard_D48ds_v5","UncachedDiskBytesPerSecond","1378877440"
"Standard_D48ds_v5","EphemeralOSDiskSupported","True"
"Standard_D48ds_v5","EncryptionAtHostSupported","True"
"Standard_D48ds_v5","CapacityReservationSupported","False"
"Standard_D48ds_v5","AcceleratedNetworkingEnabled","True"
"Standard_D48ds_v5","RdmaEnabled","False"
"Standard_D48ds_v5","MaxNetworkInterfaces","8"
"Standard_D48d_v4","MaxResourceVolumeMB","1843200"
"Standard_D48d_v4","OSVhdSizeMB","1047552"
"Standard_D48d_v4","vCPUs","48"
"Standard_D48d_v4","MemoryPreservingMaintenanceSupported","True"
"Standard_D48d_v4","HyperVGenerations","V1,V2"
"Standard_D48d_v4","MemoryGB","192"
"Standard_D48d_v4","MaxDataDiskCount","32"
"Standard_D48d_v4","CpuArchitectureType","x64"
"Standard_D48d_v4","LowPriorityCapable","True"
"Standard_D48d_v4","PremiumIO","False"
"Standard_D48d_v4","VMDeploymentTypes","IaaS"
"Standard_D48d_v4","vCPUsAvailable","48"
"Standard_D48d_v4","ACUs","195"
"Standard_D48d_v4","vCPUsPerCore","2"
"Standard_D48d_v4","CombinedTempDiskAndCachedIOPS","462000"
"Standard_D48d_v4","EphemeralOSDiskSupported","True"
"Standard_D48d_v4","EncryptionAtHostSupported","True"
"Standard_D48d_v4","CapacityReservationSupported","False"
"Standard_D48d_v4","AcceleratedNetworkingEnabled","True"
"Standard_D48d_v4","RdmaEnabled","False"
"Standard_D48d_v4","MaxNetworkInterfaces","8"
"Standard_D48d_v5","MaxResourceVolumeMB","1843200"
"Standard_D48d_v5","OSVhdSizeMB","1047552"
"Standard_D48d_v5","vCPUs","48"
"Standard_D48d_v5","MemoryPreservingMaintenanceSupported","True"
"Standard_D48d_v5","HyperVGenerations","V1,V2"
"Standard_D48d_v5","MemoryGB","192"
"Standard_D48d_v5","MaxDataDiskCount","32"
"Standard_D48d_v5","CpuArchitectureType","x64"
"Standard_D48d_v5","LowPriorityCapable","True"
"Standard_D48d_v5","PremiumIO","False"
"Standard_D48d_v5","VMDeploymentTypes","IaaS"
"Standard_D48d_v5","vCPUsAvailable","48"
"Standard_D48d_v5","vCPUsPerCore","2"
"Standard_D48d_v5","CombinedTempDiskAndCachedIOPS","462000"
"Standard_D48d_v5","CombinedTempDiskAndCachedReadBytesPerSecond","3145728000"
"Standard_D48d_v5","CombinedTempDiskAndCachedWriteBytesPerSecond","3145728000"
"Standard_D48d_v5","UncachedDiskIOPS","76800"
"Standard_D48d_v5","UncachedDiskBytesPerSecond","1378877440"
"Standard_D48d_v5","EphemeralOSDiskSupported","True"
"Standard_D48d_v5","EncryptionAtHostSupported","True"
"Standard_D48d_v5","CapacityReservationSupported","False"
"Standard_D48d_v5","AcceleratedNetworkingEnabled","True"
"Standard_D48d_v5","RdmaEnabled","False"
"Standard_D48d_v5","MaxNetworkInterfaces","8"
"Standard_D48s_v3","MaxResourceVolumeMB","393216"
"Standard_D48s_v3","OSVhdSizeMB","1047552"
"Standard_D48s_v3","vCPUs","48"
"Standard_D48s_v3","MemoryPreservingMaintenanceSupported","True"
"Standard_D48s_v3","HyperVGenerations","V1,V2"
"Standard_D48s_v3","MemoryGB","192"
"Standard_D48s_v3","MaxDataDiskCount","32"
"Standard_D48s_v3","CpuArchitectureType","x64"
"Standard_D48s_v3","LowPriorityCapable","True"
"Standard_D48s_v3","PremiumIO","True"
"Standard_D48s_v3","VMDeploymentTypes","IaaS"
"Standard_D48s_v3","vCPUsAvailable","48"
"Standard_D48s_v3","ACUs","160"
"Standard_D48s_v3","vCPUsPerCore","2"
"Standard_D48s_v3","CombinedTempDiskAndCachedIOPS","96000"
"Standard_D48s_v3","CombinedTempDiskAndCachedReadBytesPerSecond","805306368"
"Standard_D48s_v3","CombinedTempDiskAndCachedWriteBytesPerSecond","805306368"
"Standard_D48s_v3","CachedDiskBytes","1288490188800"
"Standard_D48s_v3","UncachedDiskIOPS","76800"
"Standard_D48s_v3","UncachedDiskBytesPerSecond","1207959552"
"Standard_D48s_v3","EphemeralOSDiskSupported","True"
"Standard_D48s_v3","EncryptionAtHostSupported","True"
"Standard_D48s_v3","CapacityReservationSupported","False"
"Standard_D48s_v3","AcceleratedNetworkingEnabled","True"
"Standard_D48s_v3","RdmaEnabled","False"
"Standard_D48s_v3","MaxNetworkInterfaces","8"
"Standard_D48s_v4","MaxResourceVolumeMB","0"
"Standard_D48s_v4","OSVhdSizeMB","1047552"
"Standard_D48s_v4","vCPUs","48"
"Standard_D48s_v4","MemoryPreservingMaintenanceSupported","True"
"Standard_D48s_v4","HyperVGenerations","V1,V2"
"Standard_D48s_v4","MemoryGB","192"
"Standard_D48s_v4","MaxDataDiskCount","32"
"Standard_D48s_v4","CpuArchitectureType","x64"
"Standard_D48s_v4","LowPriorityCapable","True"
"Standard_D48s_v4","PremiumIO","True"
"Standard_D48s_v4","VMDeploymentTypes","IaaS"
"Standard_D48s_v4","vCPUsAvailable","48"
"Standard_D48s_v4","ACUs","195"
"Standard_D48s_v4","vCPUsPerCore","2"
"Standard_D48s_v4","CachedDiskBytes","1288490188800"
"Standard_D48s_v4","UncachedDiskIOPS","76800"
"Standard_D48s_v4","UncachedDiskBytesPerSecond","1207959552"
"Standard_D48s_v4","EphemeralOSDiskSupported","False"
"Standard_D48s_v4","EncryptionAtHostSupported","True"
"Standard_D48s_v4","CapacityReservationSupported","False"
"Standard_D48s_v4","AcceleratedNetworkingEnabled","True"
"Standard_D48s_v4","RdmaEnabled","False"
"Standard_D48s_v4","MaxNetworkInterfaces","8"
"Standard_D48s_v5","MaxResourceVolumeMB","0"
"Standard_D48s_v5","OSVhdSizeMB","1047552"
"Standard_D48s_v5","vCPUs","48"
"Standard_D48s_v5","MemoryPreservingMaintenanceSupported","True"
"Standard_D48s_v5","HyperVGenerations","V1,V2"
"Standard_D48s_v5","MemoryGB","192"
"Standard_D48s_v5","MaxDataDiskCount","32"
"Standard_D48s_v5","CpuArchitectureType","x64"
"Standard_D48s_v5","LowPriorityCapable","True"
"Standard_D48s_v5","PremiumIO","True"
"Standard_D48s_v5","VMDeploymentTypes","IaaS"
"Standard_D48s_v5","vCPUsAvailable","48"
"Standard_D48s_v5","vCPUsPerCore","2"
"Standard_D48s_v5","CombinedTempDiskAndCachedIOPS","462000"
"Standard_D48s_v5","CombinedTempDiskAndCachedReadBytesPerSecond","3145728000"
"Standard_D48s_v5","CombinedTempDiskAndCachedWriteBytesPerSecond","3145728000"
"Standard_D48s_v5","UncachedDiskIOPS","76800"
"Standard_D48s_v5","UncachedDiskBytesPerSecond","1378877440"
"Standard_D48s_v5","EphemeralOSDiskSupported","False"
"Standard_D48s_v5","EncryptionAtHostSupported","True"
"Standard_D48s_v5","CapacityReservationSupported","False"
"Standard_D48s_v5","AcceleratedNetworkingEnabled","True"
"Standard_D48s_v5","RdmaEnabled","False"
"Standard_D48s_v5","MaxNetworkInterfaces","8"
"Standard_D48_v3","MaxResourceVolumeMB","1228800"
"Standard_D48_v3","OSVhdSizeMB","1047552"
"Standard_D48_v3","vCPUs","48"
"Standard_D48_v3","MemoryPreservingMaintenanceSupported","True"
"Standard_D48_v3","HyperVGenerations","V1"
"Standard_D48_v3","MemoryGB","192"
"Standard_D48_v3","MaxDataDiskCount","32"
"Standard_D48_v3","CpuArchitectureType","x64"
"Standard_D48_v3","LowPriorityCapable","True"
"Standard_D48_v3","PremiumIO","False"
"Standard_D48_v3","VMDeploymentTypes","IaaS,PaaS"
"Standard_D48_v3","vCPUsAvailable","48"
"Standard_D48_v3","ACUs","160"
"Standard_D48_v3","vCPUsPerCore","2"
"Standard_D48_v3","CombinedTempDiskAndCachedIOPS","96000"
"Standard_D48_v3","CombinedTempDiskAndCachedReadBytesPerSecond","1048576000"
"Standard_D48_v3","CombinedTempDiskAndCachedWriteBytesPerSecond","524288000"
"Standard_D48_v3","EphemeralOSDiskSupported","False"
"Standard_D48_v3","EncryptionAtHostSupported","False"
"Standard_D48_v3","CapacityReservationSupported","False"
"Standard_D48_v3","AcceleratedNetworkingEnabled","True"
"Standard_D48_v3","RdmaEnabled","False"
"Standard_D48_v3","MaxNetworkInterfaces","8"
"Standard_D48_v4","MaxResourceVolumeMB","0"
"Standard_D48_v4","OSVhdSizeMB","1047552"
"Standard_D48_v4","vCPUs","48"
"Standard_D48_v4","MemoryPreservingMaintenanceSupported","True"
"Standard_D48_v4","HyperVGenerations","V1,V2"
"Standard_D48_v4","MemoryGB","192"
"Standard_D48_v4","MaxDataDiskCount","32"
"Standard_D48_v4","CpuArchitectureType","x64"
"Standard_D48_v4","LowPriorityCapable","True"
"Standard_D48_v4","PremiumIO","False"
"Standard_D48_v4","VMDeploymentTypes","IaaS"
"Standard_D48_v4","vCPUsAvailable","48"
"Standard_D48_v4","ACUs","195"
"Standard_D48_v4","vCPUsPerCore","2"
"Standard_D48_v4","CachedDiskBytes","1288490188800"
"Standard_D48_v4","UncachedDiskIOPS","76800"
"Standard_D48_v4","UncachedDiskBytesPerSecond","1207959552"
"Standard_D48_v4","EphemeralOSDiskSupported","False"
"Standard_D48_v4","EncryptionAtHostSupported","False"
"Standard_D48_v4","CapacityReservationSupported","False"
"Standard_D48_v4","AcceleratedNetworkingEnabled","True"
"Standard_D48_v4","RdmaEnabled","False"
"Standard_D48_v4","MaxNetworkInterfaces","8"
"Standard_D48_v5","MaxResourceVolumeMB","0"
"Standard_D48_v5","OSVhdSizeMB","1047552"
"Standard_D48_v5","vCPUs","48"
"Standard_D48_v5","MemoryPreservingMaintenanceSupported","True"
"Standard_D48_v5","HyperVGenerations","V1,V2"
"Standard_D48_v5","MemoryGB","192"
"Standard_D48_v5","MaxDataDiskCount","32"
"Standard_D48_v5","CpuArchitectureType","x64"
"Standard_D48_v5","LowPriorityCapable","True"
"Standard_D48_v5","PremiumIO","False"
"Standard_D48_v5","VMDeploymentTypes","IaaS"
"Standard_D48_v5","vCPUsAvailable","48"
"Standard_D48_v5","vCPUsPerCore","2"
"Standard_D48_v5","CombinedTempDiskAndCachedIOPS","462000"
"Standard_D48_v5","CombinedTempDiskAndCachedReadBytesPerSecond","3145728000"
"Standard_D48_v5","CombinedTempDiskAndCachedWriteBytesPerSecond","3145728000"
"Standard_D48_v5","UncachedDiskIOPS","76800"
"Standard_D48_v5","UncachedDiskBytesPerSecond","1378877440"
"Standard_D48_v5","EphemeralOSDiskSupported","False"
"Standard_D48_v5","EncryptionAtHostSupported","True"
"Standard_D48_v5","CapacityReservationSupported","False"
"Standard_D48_v5","AcceleratedNetworkingEnabled","True"
"Standard_D48_v5","RdmaEnabled","False"
"Standard_D48_v5","MaxNetworkInterfaces","8"
"Standard_D4ads_v5","MaxResourceVolumeMB","153600"
"Standard_D4ads_v5","OSVhdSizeMB","1047552"
"Standard_D4ads_v5","vCPUs","4"
"Standard_D4ads_v5","MemoryPreservingMaintenanceSupported","True"
"Standard_D4ads_v5","HyperVGenerations","V1,V2"
"Standard_D4ads_v5","MemoryGB","16"
"Standard_D4ads_v5","MaxDataDiskCount","8"
"Standard_D4ads_v5","CpuArchitectureType","x64"
"Standard_D4ads_v5","LowPriorityCapable","True"
"Standard_D4ads_v5","PremiumIO","True"
"Standard_D4ads_v5","VMDeploymentTypes","PaaS,IaaS"
"Standard_D4ads_v5","vCPUsAvailable","4"
"Standard_D4ads_v5","ACUs","230"
"Standard_D4ads_v5","vCPUsPerCore","2"
"Standard_D4ads_v5","CombinedTempDiskAndCachedIOPS","19000"
"Standard_D4ads_v5","CombinedTempDiskAndCachedReadBytesPerSecond","262144000"
"Standard_D4ads_v5","CombinedTempDiskAndCachedWriteBytesPerSecond","67108864"
"Standard_D4ads_v5","UncachedDiskIOPS","6400"
"Standard_D4ads_v5","UncachedDiskBytesPerSecond","150994944"
"Standard_D4ads_v5","EphemeralOSDiskSupported","True"
"Standard_D4ads_v5","EncryptionAtHostSupported","True"
"Standard_D4ads_v5","CapacityReservationSupported","False"
"Standard_D4ads_v5","AcceleratedNetworkingEnabled","True"
"Standard_D4ads_v5","RdmaEnabled","False"
"Standard_D4ads_v5","MaxNetworkInterfaces","2"
"Standard_D4as_v4","MaxResourceVolumeMB","32768"
"Standard_D4as_v4","OSVhdSizeMB","1047552"
"Standard_D4as_v4","vCPUs","4"
"Standard_D4as_v4","MemoryPreservingMaintenanceSupported","True"
"Standard_D4as_v4","HyperVGenerations","V1,V2"
"Standard_D4as_v4","MemoryGB","16"
"Standard_D4as_v4","MaxDataDiskCount","8"
"Standard_D4as_v4","CpuArchitectureType","x64"
"Standard_D4as_v4","LowPriorityCapable","True"
"Standard_D4as_v4","HibernationSupported","True"
"Standard_D4as_v4","PremiumIO","True"
"Standard_D4as_v4","VMDeploymentTypes","IaaS,PaaS"
"Standard_D4as_v4","vCPUsAvailable","4"
"Standard_D4as_v4","vCPUsPerCore","2"
"Standard_D4as_v4","CombinedTempDiskAndCachedIOPS","8000"
"Standard_D4as_v4","CombinedTempDiskAndCachedReadBytesPerSecond","67108864"
"Standard_D4as_v4","CombinedTempDiskAndCachedWriteBytesPerSecond","67108864"
"Standard_D4as_v4","CachedDiskBytes","107374182400"
"Standard_D4as_v4","UncachedDiskIOPS","6400"
"Standard_D4as_v4","UncachedDiskBytesPerSecond","100663296"
"Standard_D4as_v4","EphemeralOSDiskSupported","True"
"Standard_D4as_v4","EncryptionAtHostSupported","True"
"Standard_D4as_v4","CapacityReservationSupported","False"
"Standard_D4as_v4","AcceleratedNetworkingEnabled","True"
"Standard_D4as_v4","RdmaEnabled","False"
"Standard_D4as_v4","MaxNetworkInterfaces","2"
"Standard_D4as_v5","MaxResourceVolumeMB","0"
"Standard_D4as_v5","OSVhdSizeMB","1047552"
"Standard_D4as_v5","vCPUs","4"
"Standard_D4as_v5","MemoryPreservingMaintenanceSupported","True"
"Standard_D4as_v5","HyperVGenerations","V1,V2"
"Standard_D4as_v5","MemoryGB","16"
"Standard_D4as_v5","MaxDataDiskCount","8"
"Standard_D4as_v5","CpuArchitectureType","x64"
"Standard_D4as_v5","LowPriorityCapable","True"
"Standard_D4as_v5","PremiumIO","True"
"Standard_D4as_v5","VMDeploymentTypes","IaaS,PaaS"
"Standard_D4as_v5","vCPUsAvailable","4"
"Standard_D4as_v5","ACUs","230"
"Standard_D4as_v5","vCPUsPerCore","2"
"Standard_D4as_v5","UncachedDiskIOPS","6400"
"Standard_D4as_v5","UncachedDiskBytesPerSecond","150994944"
"Standard_D4as_v5","EphemeralOSDiskSupported","False"
"Standard_D4as_v5","EncryptionAtHostSupported","True"
"Standard_D4as_v5","CapacityReservationSupported","False"
"Standard_D4as_v5","AcceleratedNetworkingEnabled","True"
"Standard_D4as_v5","RdmaEnabled","False"
"Standard_D4as_v5","MaxNetworkInterfaces","2"
"Standard_D4a_v4","MaxResourceVolumeMB","102400"
"Standard_D4a_v4","OSVhdSizeMB","1047552"
"Standard_D4a_v4","vCPUs","4"
"Standard_D4a_v4","MemoryPreservingMaintenanceSupported","True"
"Standard_D4a_v4","HyperVGenerations","V1,V2"
"Standard_D4a_v4","MemoryGB","16"
"Standard_D4a_v4","MaxDataDiskCount","8"
"Standard_D4a_v4","CpuArchitectureType","x64"
"Standard_D4a_v4","LowPriorityCapable","True"
"Standard_D4a_v4","PremiumIO","False"
"Standard_D4a_v4","VMDeploymentTypes","IaaS,PaaS"
"Standard_D4a_v4","vCPUsAvailable","4"
"Standard_D4a_v4","vCPUsPerCore","2"
"Standard_D4a_v4","EphemeralOSDiskSupported","True"
"Standard_D4a_v4","EncryptionAtHostSupported","True"
"Standard_D4a_v4","CapacityReservationSupported","False"
"Standard_D4a_v4","AcceleratedNetworkingEnabled","True"
"Standard_D4a_v4","RdmaEnabled","False"
"Standard_D4a_v4","MaxNetworkInterfaces","2"
"Standard_D4ds_v4","MaxResourceVolumeMB","153600"
"Standard_D4ds_v4","OSVhdSizeMB","1047552"
"Standard_D4ds_v4","vCPUs","4"
"Standard_D4ds_v4","MemoryPreservingMaintenanceSupported","True"
"Standard_D4ds_v4","HyperVGenerations","V1,V2"
"Standard_D4ds_v4","MemoryGB","16"
"Standard_D4ds_v4","MaxDataDiskCount","8"
"Standard_D4ds_v4","CpuArchitectureType","x64"
"Standard_D4ds_v4","LowPriorityCapable","True"
"Standard_D4ds_v4","PremiumIO","True"
"Standard_D4ds_v4","VMDeploymentTypes","IaaS"
"Standard_D4ds_v4","vCPUsAvailable","4"
"Standard_D4ds_v4","ACUs","195"
"Standard_D4ds_v4","vCPUsPerCore","2"
"Standard_D4ds_v4","CombinedTempDiskAndCachedIOPS","38500"
"Standard_D4ds_v4","CombinedTempDiskAndCachedReadBytesPerSecond","242221056"
"Standard_D4ds_v4","CombinedTempDiskAndCachedWriteBytesPerSecond","120586240"
"Standard_D4ds_v4","CachedDiskBytes","107374182400"
"Standard_D4ds_v4","UncachedDiskIOPS","6400"
"Standard_D4ds_v4","UncachedDiskBytesPerSecond","100663296"
"Standard_D4ds_v4","EphemeralOSDiskSupported","True"
"Standard_D4ds_v4","EncryptionAtHostSupported","True"
"Standard_D4ds_v4","CapacityReservationSupported","False"
"Standard_D4ds_v4","AcceleratedNetworkingEnabled","True"
"Standard_D4ds_v4","RdmaEnabled","False"
"Standard_D4ds_v4","MaxNetworkInterfaces","2"
"Standard_D4ds_v5","MaxResourceVolumeMB","153600"
"Standard_D4ds_v5","OSVhdSizeMB","1047552"
"Standard_D4ds_v5","vCPUs","4"
"Standard_D4ds_v5","MemoryPreservingMaintenanceSupported","True"
"Standard_D4ds_v5","HyperVGenerations","V1,V2"
"Standard_D4ds_v5","MemoryGB","16"
"Standard_D4ds_v5","MaxDataDiskCount","8"
"Standard_D4ds_v5","CpuArchitectureType","x64"
"Standard_D4ds_v5","LowPriorityCapable","True"
"Standard_D4ds_v5","PremiumIO","True"
"Standard_D4ds_v5","VMDeploymentTypes","IaaS"
"Standard_D4ds_v5","vCPUsAvailable","4"
"Standard_D4ds_v5","vCPUsPerCore","2"
"Standard_D4ds_v5","CombinedTempDiskAndCachedIOPS","38500"
"Standard_D4ds_v5","CombinedTempDiskAndCachedReadBytesPerSecond","262144000"
"Standard_D4ds_v5","CombinedTempDiskAndCachedWriteBytesPerSecond","262144000"
"Standard_D4ds_v5","UncachedDiskIOPS","6400"
"Standard_D4ds_v5","UncachedDiskBytesPerSecond","152043520"
"Standard_D4ds_v5","EphemeralOSDiskSupported","True"
"Standard_D4ds_v5","EncryptionAtHostSupported","True"
"Standard_D4ds_v5","CapacityReservationSupported","False"
"Standard_D4ds_v5","AcceleratedNetworkingEnabled","True"
"Standard_D4ds_v5","RdmaEnabled","False"
"Standard_D4ds_v5","MaxNetworkInterfaces","2"
"Standard_D4d_v4","MaxResourceVolumeMB","153600"
"Standard_D4d_v4","OSVhdSizeMB","1047552"
"Standard_D4d_v4","vCPUs","4"
"Standard_D4d_v4","MemoryPreservingMaintenanceSupported","True"
"Standard_D4d_v4","HyperVGenerations","V1,V2"
"Standard_D4d_v4","MemoryGB","16"
"Standard_D4d_v4","MaxDataDiskCount","8"
"Standard_D4d_v4","CpuArchitectureType","x64"
"Standard_D4d_v4","LowPriorityCapable","True"
"Standard_D4d_v4","PremiumIO","False"
"Standard_D4d_v4","VMDeploymentTypes","IaaS"
"Standard_D4d_v4","vCPUsAvailable","4"
"Standard_D4d_v4","ACUs","195"
"Standard_D4d_v4","vCPUsPerCore","2"
"Standard_D4d_v4","CombinedTempDiskAndCachedIOPS","38500"
"Standard_D4d_v4","CombinedTempDiskAndCachedReadBytesPerSecond","242221056"
"Standard_D4d_v4","CombinedTempDiskAndCachedWriteBytesPerSecond","120586240"
"Standard_D4d_v4","EphemeralOSDiskSupported","True"
"Standard_D4d_v4","EncryptionAtHostSupported","True"
"Standard_D4d_v4","CapacityReservationSupported","False"
"Standard_D4d_v4","AcceleratedNetworkingEnabled","True"
"Standard_D4d_v4","RdmaEnabled","False"
"Standard_D4d_v4","MaxNetworkInterfaces","2"
"Standard_D4d_v5","MaxResourceVolumeMB","153600"
"Standard_D4d_v5","OSVhdSizeMB","1047552"
"Standard_D4d_v5","vCPUs","4"
"Standard_D4d_v5","MemoryPreservingMaintenanceSupported","True"
"Standard_D4d_v5","HyperVGenerations","V1,V2"
"Standard_D4d_v5","MemoryGB","16"
"Standard_D4d_v5","MaxDataDiskCount","8"
"Standard_D4d_v5","CpuArchitectureType","x64"
"Standard_D4d_v5","LowPriorityCapable","True"
"Standard_D4d_v5","PremiumIO","False"
"Standard_D4d_v5","VMDeploymentTypes","IaaS"
"Standard_D4d_v5","vCPUsAvailable","4"
"Standard_D4d_v5","vCPUsPerCore","2"
"Standard_D4d_v5","CombinedTempDiskAndCachedIOPS","38500"
"Standard_D4d_v5","CombinedTempDiskAndCachedReadBytesPerSecond","262144000"
"Standard_D4d_v5","CombinedTempDiskAndCachedWriteBytesPerSecond","262144000"
"Standard_D4d_v5","UncachedDiskIOPS","6400"
"Standard_D4d_v5","UncachedDiskBytesPerSecond","152043520"
"Standard_D4d_v5","EphemeralOSDiskSupported","True"
"Standard_D4d_v5","EncryptionAtHostSupported","True"
"Standard_D4d_v5","CapacityReservationSupported","False"
"Standard_D4d_v5","AcceleratedNetworkingEnabled","True"
"Standard_D4d_v5","RdmaEnabled","False"
"Standard_D4d_v5","MaxNetworkInterfaces","2"
"Standard_D4s_v3","MaxResourceVolumeMB","32768"
"Standard_D4s_v3","OSVhdSizeMB","1047552"
"Standard_D4s_v3","vCPUs","4"
"Standard_D4s_v3","MemoryPreservingMaintenanceSupported","True"
"Standard_D4s_v3","HyperVGenerations","V1,V2"
"Standard_D4s_v3","MemoryGB","16"
"Standard_D4s_v3","MaxDataDiskCount","8"
"Standard_D4s_v3","CpuArchitectureType","x64"
"Standard_D4s_v3","LowPriorityCapable","True"
"Standard_D4s_v3","HibernationSupported","True"
"Standard_D4s_v3","PremiumIO","True"
"Standard_D4s_v3","VMDeploymentTypes","IaaS"
"Standard_D4s_v3","vCPUsAvailable","4"
"Standard_D4s_v3","ACUs","160"
"Standard_D4s_v3","vCPUsPerCore","2"
"Standard_D4s_v3","CombinedTempDiskAndCachedIOPS","8000"
"Standard_D4s_v3","CombinedTempDiskAndCachedReadBytesPerSecond","67108864"
"Standard_D4s_v3","CombinedTempDiskAndCachedWriteBytesPerSecond","67108864"
"Standard_D4s_v3","CachedDiskBytes","107374182400"
"Standard_D4s_v3","UncachedDiskIOPS","6400"
"Standard_D4s_v3","UncachedDiskBytesPerSecond","100663296"
"Standard_D4s_v3","EphemeralOSDiskSupported","True"
"Standard_D4s_v3","EncryptionAtHostSupported","True"
"Standard_D4s_v3","CapacityReservationSupported","False"
"Standard_D4s_v3","AcceleratedNetworkingEnabled","True"
"Standard_D4s_v3","RdmaEnabled","False"
"Standard_D4s_v3","MaxNetworkInterfaces","2"
"Standard_D4s_v4","MaxResourceVolumeMB","0"
"Standard_D4s_v4","OSVhdSizeMB","1047552"
"Standard_D4s_v4","vCPUs","4"
"Standard_D4s_v4","MemoryPreservingMaintenanceSupported","True"
"Standard_D4s_v4","HyperVGenerations","V1,V2"
"Standard_D4s_v4","MemoryGB","16"
"Standard_D4s_v4","MaxDataDiskCount","8"
"Standard_D4s_v4","CpuArchitectureType","x64"
"Standard_D4s_v4","LowPriorityCapable","True"
"Standard_D4s_v4","HibernationSupported","True"
"Standard_D4s_v4","PremiumIO","True"
"Standard_D4s_v4","VMDeploymentTypes","IaaS"
"Standard_D4s_v4","vCPUsAvailable","4"
"Standard_D4s_v4","ACUs","195"
"Standard_D4s_v4","vCPUsPerCore","2"
"Standard_D4s_v4","CachedDiskBytes","107374182400"
"Standard_D4s_v4","UncachedDiskIOPS","6400"
"Standard_D4s_v4","UncachedDiskBytesPerSecond","100663296"
"Standard_D4s_v4","EphemeralOSDiskSupported","False"
"Standard_D4s_v4","EncryptionAtHostSupported","True"
"Standard_D4s_v4","CapacityReservationSupported","False"
"Standard_D4s_v4","AcceleratedNetworkingEnabled","True"
"Standard_D4s_v4","RdmaEnabled","False"
"Standard_D4s_v4","MaxNetworkInterfaces","2"
"Standard_D4s_v5","MaxResourceVolumeMB","0"
"Standard_D4s_v5","OSVhdSizeMB","1047552"
"Standard_D4s_v5","vCPUs","4"
"Standard_D4s_v5","MemoryPreservingMaintenanceSupported","True"
"Standard_D4s_v5","HyperVGenerations","V1,V2"
"Standard_D4s_v5","MemoryGB","16"
"Standard_D4s_v5","MaxDataDiskCount","8"
"Standard_D4s_v5","CpuArchitectureType","x64"
"Standard_D4s_v5","LowPriorityCapable","True"
"Standard_D4s_v5","PremiumIO","True"
"Standard_D4s_v5","VMDeploymentTypes","IaaS"
"Standard_D4s_v5","vCPUsAvailable","4"
"Standard_D4s_v5","vCPUsPerCore","2"
"Standard_D4s_v5","CombinedTempDiskAndCachedIOPS","38500"
"Standard_D4s_v5","CombinedTempDiskAndCachedReadBytesPerSecond","262144000"
"Standard_D4s_v5","CombinedTempDiskAndCachedWriteBytesPerSecond","262144000"
"Standard_D4s_v5","UncachedDiskIOPS","6400"
"Standard_D4s_v5","UncachedDiskBytesPerSecond","152043520"
"Standard_D4s_v5","EphemeralOSDiskSupported","False"
"Standard_D4s_v5","EncryptionAtHostSupported","True"
"Standard_D4s_v5","CapacityReservationSupported","False"
"Standard_D4s_v5","AcceleratedNetworkingEnabled","True"
"Standard_D4s_v5","RdmaEnabled","False"
"Standard_D4s_v5","MaxNetworkInterfaces","2"
"Standard_D4_v2","MaxResourceVolumeMB","409600"
"Standard_D4_v2","OSVhdSizeMB","1047552"
"Standard_D4_v2","vCPUs","8"
"Standard_D4_v2","MemoryPreservingMaintenanceSupported","True"
"Standard_D4_v2","HyperVGenerations","V1"
"Standard_D4_v2","MemoryGB","28"
"Standard_D4_v2","MaxDataDiskCount","32"
"Standard_D4_v2","CpuArchitectureType","x64"
"Standard_D4_v2","LowPriorityCapable","True"
"Standard_D4_v2","PremiumIO","False"
